Average Linear Utility,Average Maximum Utility,Average Polarized Winner,Least Polarized Winner,Most Blocking Loser,Most Polarized Winner,Nash Product Welfare,Variance Linear Utility,Variance Maximum Utility,Variance Polarized Winner,hpuid,methodname,numwinners,stratpct
2.3572192460317463,0.8365789682539683,0.11944435053325198,0.10150589739377124,0.0,0.15261980905024833,1.0381313119442055,0.19183238073492367,0.01614133691294501,0.0004985065856219916,1419036749176003072,SDV,5,0.4147158411998614
2.350534722222222,0.8392373015873016,0.12016092791727655,0.10424155274754877,0.0,0.15261980905024833,1.0353605386520535,0.19795898401829873,0.01708401333382741,0.00046893827679812746,1419036749176003072,SSQ,5,0.4147158411998614
2.3572192460317463,0.8365789682539683,0.11944435053325198,0.10150589739377124,0.0,0.15261980905024833,1.0381313119442057,0.19183238073492362,0.01614133691294501,0.0004985065856219916,1419036749176003072,AS,5,0.4147158411998614
2.389783531746032,0.9129579365079364,0.12818624564405687,0.1052296241972949,0.0,0.1856722903048903,1.0136414484636977,0.6991724047224149,0.012049561610611314,0.0012229690564887702,1419036749176003072,STV,5,0.4147158411998614
2.349135714285714,0.8327337301587302,0.1201890958939567,0.10424155274754877,0.0,0.15261980905024833,1.0360819940458594,0.17927374091366663,0.016732782314406138,0.0004678808644988289,1419036749176003072,SSS,5,0.4147158411998614
2.2337081349206356,0.8620531746031748,0.11840627094943128,0.09423238557487361,0.0,0.1856722903048903,0.9656107207304003,0.5355622569756392,0.014495817467186594,0.0014350014266833226,1419036749176003072,MES_ExMQ,5,0.4147158411998614
2.493164285714286,0.8470126984126984,0.12060571867391554,0.10150589739377124,0.0,0.1856722903048903,1.048541387733359,0.7890455970495952,0.021180276648780427,0.001326266285199482,1419036749176003072,MES_ExLR,5,0.4147158411998614
3.2843928571428584,0.9083011904761904,0.082522775837607,0.05067247665641208,0.0,0.10095334071656012,1.2863534196128388,0.9688601782467204,0.012159712609989798,0.00038532235322616024,736226569211613440,SDV,5,0.6518572585803706
3.4768755952380954,0.803125,0.08439060435851428,0.034191953709280916,0.2475,0.10530706506172591,1.2874187681268932,1.920168606553489,0.0668078985283458,0.0008387956579134484,736226569211613440,SSQ,5,0.6518572585803706
2.9760083333333327,0.8911404761904762,0.08057199988869153,0.059792716651693195,0.0,0.09536353453228887,1.2359948601642379,0.21530735689698596,0.007952724429107983,0.00020414443115057313,736226569211613440,AS,5,0.6518572585803706
3.193229166666667,0.9271476190476191,0.09209189981250548,0.07948739951005833,0.0,0.10095334071656012,1.2700362775077265,0.7856187601223374,0.00812235707422872,8.121436770488947e-5,736226569211613440,STV,5,0.6518572585803706
3.2820196428571444,0.8811726190476188,0.07924889565963536,0.05067247665641208,0.0,0.09536353453228887,1.287833779607461,0.9353048332382604,0.010734323759101773,0.00030905267102376637,736226569211613440,SSS,5,0.6518572585803706
3.27747380952381,0.904320238095238,0.08624886728695982,0.059792716651693195,0.0,0.10095334071656012,1.28481256838402,0.9641361183936639,0.010394041066735187,0.00025169867841596714,736226569211613440,MES_ExMQ,5,0.6518572585803706
2.9927029761904755,0.9032369047619048,0.08040788726499022,0.059792716651693195,0.0,0.10095334071656012,1.2392638671629521,0.24572374867954108,0.010354192174034868,0.00038214543958513394,736226569211613440,MES_ExLR,5,0.6518572585803706
